"","ID","lang","Date","Source","len","Orig_Tweet","Tweet","Likes","RTs","Hashtags","UserMentionNames","UserMentionID","Name","Place","Followers","Friends"
"271224",1016752250310537216,"en","2018-07-10 18:33:21","Twitter for Android",139,"RT @AfricaFactsZone: 23 players of African descent are in the teams involved in the first Semi Finals match of the 2018 #WorldCup (Belgium…","players of African descent are in the teams involved in the first Semi Finals match of the Belgium",0,60,"WorldCup","Africa Facts Zone","AfricaFactsZone","John-Paul Onyekachi","Abuja, Nigeria",1078,985
"209671",1013095020776157184,"en","2018-06-30 16:20:50","Twitter Lite",139,"RT @Squawka: Lionel Messi has now failed to score in any of his eight appearances at the knockout stages of the #WorldCup:

2006: ??
2010:…","Lionel Messi has now failed to score in any of his eight appearances at the knockout stages of the",0,1463,"WorldCup","Squawka Football","Squawka","Mats Zeus","Earth",176,166
"230650",1016712477457858560,"en","2018-07-10 15:55:18","Twitter for Android",139,"RT @jasonballau: In Russia it’s illegal to display the LGBT pride flag. So during the #WorldCup these 6 football fans have formed a hidden…","In Russia it illegal to display the LGBT pride flag So during the these football fans have formed hidden",0,11577,"WorldCup","Jason Ball","jasonballau","Kitty Kavanagh","Joondalup, Western Australia",573,1554
"352976",1018384390349512704,"en","2018-07-15 06:38:53","Twitter for iPhone",140,"RT @ManUtd: It's #FRA v #CRO in today's #WorldCup final!

We're right behind you, @PaulPogba. 

??????? 16:00 BST
??/?? 17:00 CEST https://…","Its in todays final We are right behind you BST CEST https",0,538,"FRA,CRO,WorldCup","Manchester United,Paul Pogba","ManUtd,paulpogba","Nabilla","Banjarmasin, Indonesia",605,347
"234134",1016709214570360832,"en","2018-07-10 15:42:20","Twitter for Android",139,"RT @jasonballau: In Russia it’s illegal to display the LGBT pride flag. So during the #WorldCup these 6 football fans have formed a hidden…","In Russia it illegal to display the LGBT pride flag So during the these football fans have formed hidden",0,11598,"WorldCup","Jason Ball","jasonballau","Lola #VoteMuncy","Los Angeles County",2507,4667
"146214",1013212489859895296,"en","2018-07-01 00:07:36","Twitter for Android",140,"RT @official_micolo: So Argentina actually thought they could knock out all the African teams abi ..
#WorldCup #FRAARG https://t.co/CG8Uq1S…","So Argentina actually thought they could knock out all the African teams abi",0,1,"WorldCup,FRAARG","?Adegunmola??","official_micolo","GARRi BOi","Lagos",21,28
"504461",1018550330634768384,"en","2018-07-15 17:38:17","Twitter for Android",140,"RT @FoxNews: French President @EmmanuelMacron reacts during the final match between #France and Croatia at the 2018 soccer #WorldCup in the…","French President reacts during the final match between and Croatia at the soccer in the",0,1586,"France,WorldCup","Fox News,Emmanuel Macron","FoxNews,EmmanuelMacron","Abhishek Gupta","India",209,309
"17106",1013564066638565376,"en","2018-07-01 23:24:39","Twitter for Android",140,"RT @HNS_CFF: ?????
? Congratulations to #Croatia, who survives a late penalty drama to reach the @FIFAWorldCup quarterfinals stage!
#CRO #B…","Congratulations to who survives late penalty drama to reach the quarterfinals stage",0,702,"Croatia,CRO","HNS | CFF,FIFA World Cup ?","HNS_CFF,FIFAWorldCup","Someone Somewhere","Everywhere",50,168
"145784",1013213070519398400,"en","2018-07-01 00:09:55","Twitter for iPhone",127,"RT @fussballerisch: French commentators’ reaction to Pavard’s goal is priceless.
#FRA #FRAARG #WorldCup https://t.co/JCFx1uoE6C","French commentators reaction to Pavard goal is priceless",0,8537,"FRA,FRAARG,WorldCup","Zach Townsend","fussballerisch","Elpibe10","Ile-de-France, France",6,106
"60072",1013528437225590784,"en","2018-07-01 21:03:04","Twitter for Android",148,"But @FIFAcom since when are Goal Keepers allowed to move off their line? Do we have a new rule maybe #WorldCup #RussiaWorldCup2018 #FifaWorldCup2018","But since when are Goal Keepers allowed to move off their line Do we have new rule maybe",1,0,"WorldCup,RussiaWorldCup2018,FifaWorldCup2018","FIFA.com","FIFAcom","BabesWeSports","Pretoria  ",835,2988
"137992",1013224403574779904,"en","2018-07-01 00:54:57","Twitter for Android",140,"RT @Benedictnsi: This video for me laughing out so loud ? ? Ronaldo oooooo #WorldCup #FRAARG #URUPOR  

Watch till end ? ? https://t.co/0Sk…","This video for me laughing out so loud Ronaldo oooooo Watch till end",0,134,"WorldCup,FRAARG,URUPOR","AH  FRI  CAN","Benedictnsi","Guhan","Bengaluru, India",24,223
"510051",1018550083607023616,"en","2018-07-15 17:37:18","Twitter for iPhone",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,61965,"WorldCup","Khaled Beydoun","KhaledBeydoun","DeAna Moulton??","Houston, TX",139,766
"456338",1018552857170243584,"en","2018-07-15 17:48:19","Twitter for Android",140,"RT @si_soccer: Ref and VAR controversy, young players making their defining moments, and a second #WorldCup going home with #FRA. @GrantWah…","Ref and VAR controversy young players making their defining moments and second going home with",0,8,"WorldCup,FRA","Planet Fútbol","si_soccer","Nana Ware","Germantown MD, USA",1586,2192
"218604",1012869218490933248,"en","2018-06-30 01:23:34","Mobile Web (M2)",117,"@joytipsindo France 1-0 Argentina (Giroud) #judibola
#parlay #tipsbola #prediksibola #pialadunia
#tebakskor #Worldcup","France Argentina Giroud",0,0,"judibola,parlay,tipsbola,prediksibola,pialadunia,tebakskor,Worldcup","Joy Tips","joytipsindo","Marina Fridayani","Indonesia",1523,1308
"266109",1016754388105297920,"en","2018-07-10 18:41:51","Twitter for iPhone",69,"RT @forumJuventus: Sorry ?
#CR7Juve #WorldCup https://t.co/jq9ZoyimCO","Sorry",0,101,"CR7Juve,WorldCup","VecchiaSignora.com","forumJuventus","?Aegon.Targaryen ?","creteil",143,230
"506492",1.01855023961e+18,"en","2018-07-15 17:37:55","Twitter for Android",87,"RT @IndyFootball: Luka Modric wins the Golden Ball ?

#WorldCup https://t.co/tzeCbebPuP","Luka Modric wins the Golden Ball",0,46,"WorldCup","Indy Football","IndyFootball","Ameisenspion Twelvenightsspionette","Nordkurvenkreis FCN ",2050,1938
"504987",1018550307188592640,"en","2018-07-15 17:38:11","Twitter for Android",131,"RT @FIFAWorldCup: ????
#FRA

France have won the 2018 FIFA #WorldCup in Moscow! 

#FRACRO // #WorldCupFinal https://t.co/fZhmJmxjVh","France have won the FIFA in Moscow",0,60111,"FRA,WorldCup,FRACRO,WorldCupFinal","FIFA World Cup","FIFAWorldCup","Roshni","India",1237,1010
"436212",1018554096134082560,"en","2018-07-15 17:53:14","Twitter for iPhone",81,"RT @FIFAWorldCup: So, um, who else is missing the #WorldCup already? ??

????????","So um who else is missing the already",0,8797,"WorldCup","FIFA World Cup","FIFAWorldCup","Abee Nandan","Herndon",226,630
"368445",1018559518651879424,"en","2018-07-15 18:14:47","Twitter for iPhone",81,"RT @FIFAWorldCup: So, um, who else is missing the #WorldCup already? ??

????????","So um who else is missing the already",0,6292,"WorldCup","FIFA World Cup","FIFAWorldCup","erik","htx",329,227
"414648",1018555521601888256,"en","2018-07-15 17:58:54","Twitter for iPhone",140,"RT @HNS_CFF: ?? #CRO captain @lukamodric10 is the best player of the 2018 @FIFAWorldCup in Russia!
? Congratulations to the #WorldCup Golde…","captain is the best player of the in Russia Congratulations to the Golde",0,9198,"CRO,WorldCup","HNS | CFF,Luka Modri?,FIFA World Cup","HNS_CFF,lukamodric10,FIFAWorldCup","riiia","??????? ??????? ????????",217,1024
"393403",1018557161817899008,"en","2018-07-15 18:05:25","Twitter for Android",140,"RT @FCBayernEN: A childhood #FCBayern fan has tonight realised his dream. What a year for @CorentinTolisso! ???

@FIFAWorldCup #MiaSanMia #…","childhood fan has tonight realised his dream What year for",0,200,"FCBayern,MiaSanMia","FC Bayern English,corentin,FIFA World Cup","FCBayernEN,CorentinTolisso,FIFAWorldCup","Bari ?' Floyd","Struga",916,1193
"499626",1018550544355528704,"en","2018-07-15 17:39:08","Twitter Web Client",118,"RT @BBCMOTD: ?? 2018 FIFA WORLD CUP WINNERS ??

Allez les bleus! ???

#WorldCupFinal #WorldCup https://t.co/mTysauMMh5","FIFA WORLD CUP WINNERS Allez les bleus",0,1051,"WorldCupFinal,WorldCup","Match of the Day","BBCMOTD","Alex Ivlev","Kansas, USA",63,145
"514566",1018549876622315520,"en","2018-07-15 17:36:28","Twitter Web Client",140,"RT @AndreaChalupa: Today the G7 released a statement holding Russia accountable for downing commercial jet #MH17. Surreal to see Putin hand…","Today the released statement holding Russia accountable for downing commercial jet Surreal to see Putin hand",0,121,"MH17","Andrea Chalupa","AndreaChalupa","Bridge??Tunnel Jeff","Queens, NY",45,117
"29994",1013547360700518400,"en","2018-07-01 22:18:16","Twitter for Android",86,"RT @iambolar: Get ready!

France vs. Uruguay
Russia vs. Croatia

#WorldCup #Russia2018","Get ready France vs Uruguay Russia vs Croatia",0,15,"WorldCup,Russia2018","Bolarinwa Olajide","iambolar","Ridwan Alarape","Kaduna",376,349
"139467",1013222192740519936,"en","2018-07-01 00:46:10","Twitter for Android",140,"RT @Jean_musings: @FIFAWorldCup Hello, please play fake love by BTS. #WorldCup #Copa2018 #FIFAStadiumDJ @FIFAWorldCup https://t.co/yJFEAv8M…","Hello please play fake love by BTS",0,109,"WorldCup,Copa2018,FIFAStadiumDJ","Jessica?,FIFA World Cup ?,FIFA World Cup ?","Jean_musings,FIFAWorldCup,FIFAWorldCup","??? ?","Bogotá, D.C., Colombia",197,33
"152893",1013204043156676608,"en","2018-06-30 23:34:02","Twitter for iPhone",134,"RT @FlFAWC2018: Live scenes of Messi and Ronaldo at the airport waiting for their flights back home. #WorldCup https://t.co/Xp2LNGn4rs","Live scenes of Messi and Ronaldo at the airport waiting for their flights back home",0,475,"WorldCup","World Cup","FlFAWC2018","Esteban","Classified ",395,189
"482206",1018551394943623168,"en","2018-07-15 17:42:30","Twitter for Android",189,"Congrats @lukamodric10 @ivanrakitic @MarioMandzukic9 @Croatia_hr .. You made us proud with your football. You showed us it can be done! #WorldCup #WorldCupFinal #FRACRO #SSFootball #Nigeria","Congrats You made us proud with your football You showed us it can be done",0,0,"WorldCup,WorldCupFinal,FRACRO,SSFootball,Nigeria","Luka Modri?,Ivan Rakitic,Mario Mandžuki? MM17,Croatia Full of life","lukamodric10,ivanrakitic,MarioMandzukic9,Croatia_hr","AS","Abuja",684,2495
"207780",1013095371759869952,"en","2018-06-30 16:22:13","Twitter for iPhone",139,"RT @Sporf: ?? Paolo Dybala scored more goals for Juventus last season than he played minutes at the #WorldCup 

? Goals For Juventus: 26
?…","Paolo Dybala scored more goals for Juventus last season than he played minutes at the Goals For Juventus",0,852,"WorldCup","SPORF","Sporf","spud","Manchester, England",526,1892
"154901",1013201757940224000,"en","2018-06-30 23:24:58","Twitter for iPhone",100,"RT @8Fact_Footballl: Fair Play ?

#WorldCup 

Football is all about Respect! https://t.co/dorbgODsjJ","Fair Play Football is all about Respect",0,139,"WorldCup","8Fact Football WC ?","8Fact_Footballl","louis ?","Davao City",451,465
"101307",1014270842065293312,"en","2018-07-03 22:13:07","Twitter for Android",78,"RT @SpursOfficial: What it’s all about... ?

#WorldCup https://t.co/oY1B8gQFBX","What it all about",0,229,"WorldCup","Tottenham Hotspur","SpursOfficial","tino samwel","Busia, Kenya",98,741
"261404",1016756044310220800,"en","2018-07-10 18:48:26","Twitter for iPhone",144,"RT @Leo_Chabert: France vs Belgium.. Semi-Finals

Watch on Live Football ?? Stream

Share &amp; Follow for more
?? #FRABEL ?? #WorldCup? ?https…","France vs Belgium Semi Finals Watch on Live Football Stream Share Follow for more https",0,6,"FRABEL,WorldCup","Leo Chabert","Leo_Chabert","Ncumisa Mgumane","Sea point",317,504
"219745",1012866764684722176,"en","2018-06-30 01:13:49","Twitter Lite",156,"Ayo rumputzen vote ""NCT DREAM - TRIGGER THE FEVER"" #NCT #NCTDream #WorldCup #FIFAStadiumDJ @FIFAWorldCup @NCTsmtown @NCTsmtown_DREAM https://t.co/pmU9haAJYj","Ayo rumputzen vote NCT DREAM TRIGGER THE FEVER",0,0,"NCT,NCTDream,WorldCup,FIFAStadiumDJ","FIFA World Cup ?,NCT,NCT DREAM","FIFAWorldCup,NCTsmtown,NCTsmtown_DREAM","~Nabillah~ #NCT2018_BLACKONBLACK","Indonesia",148,576
"70390",1013526090982264832,"en","2018-07-01 20:53:45","Twitter for Android",139,"RT @FCBarcelona: ?? @ivanrakitic scores the winning penalty to send @HNS_CFF into the #WorldCup quarter-finals, where they'll face Russia!…","scores the winning penalty to send into the quarter finals where they will face Russia",0,1056,"WorldCup","FC Barcelona,Ivan Rakitic,HNS | CFF","FCBarcelona,ivanrakitic,HNS_CFF","Rene Molina","502 ",335,814
"10647",1013575724874149888,"en","2018-07-02 00:10:58","TweetCaster for Android",140,"RT @Squawka: Most touches in a 2018 #WorldCup game to date:

Ramos vs. #RUS: 158
Isco vs. #RUS: 158 
Mascherano vs. #ISL:154
Alba vs. #RUS:…","Most touches in game to date Ramos vs Isco vs Mascherano vs Alba vs",0,113,"WorldCup,RUS,RUS,ISL,RUS","Squawka Football","Squawka","#ARG","Johan Cruijff ArenA",384,43
"351545",1018387077761785856,"en","2018-07-15 06:49:34","Twitter for Android",121,"RT @Ibra_official: I came. I saw. I dominated with @Visa #PayLikeZlatan #WorldCup #VisaAmbassador https://t.co/8wwoMX1V6T","came saw dominated with",0,216,"PayLikeZlatan,WorldCup,VisaAmbassador","Zlatan Ibrahimovi?,Visa","Ibra_official,Visa","16Mufc16","England.",376,731
"41064",1013537986837803008,"en","2018-07-01 21:41:01","TweetDeck",219,"""Essentially this is a space to celebrate diversity, we think the World Cup is an amazing opportunity to do so.""

@theo_merz visits the #WorldCup viewing venue 'Diversity House' in central Moscow https://t.co/U5ezqEUaq4","Essentially this is space to celebrate diversity we think the World Cup is an amazing opportunity to do so visits the viewing venue Diversity House in central Moscow",20,7,"WorldCup","Theo Merz","theo_merz","AFP news agency","France",1501879,631
"370451",1018559312212516864,"en","2018-07-15 18:13:58","Twitter for iPhone",96,"RT @premierleague: Dab with the #WorldCup? 

@paulpogba's completed it ? https://t.co/lmGdXE9WOG","Dab with the completed it",0,5174,"WorldCup","Premier League,Paul Pogba","premierleague,paulpogba","Rinor","London, England",64,55
"401651",1018556485960269824,"en","2018-07-15 18:02:44","Twitter for Android",129,"RT @FIFAWorldCup: #FRA are the raining/reigning #WorldCup champions! 

Sorry/not sorry about that pun. ?? https://t.co/FAWosoP8lX","are the raining reigning champions Sorry not sorry about that pun",0,6541,"FRA,WorldCup","FIFA World Cup","FIFAWorldCup","Masuaku??","Jola's heart",2136,1368
"37279",1013540961224359936,"en","2018-07-01 21:52:50","Twitter for iPhone",140,"RT @HNS_CFF: 3? penalties saved
? #CRO goalkeeper @SubasicDanijel 
? Hero of the day
#BeProud #FlamingPride #Family #CRODEN #WorldCup #Vatr…","penalties saved goalkeeper Hero of the day",0,314,"CRO,BeProud,FlamingPride,Family,CRODEN,WorldCup","HNS | CFF,Danijel&Subasic","HNS_CFF,SubasicDanijel","Sultan ..","Tabuk",813,530
"335075",1017158821095981056,"en","2018-07-11 21:28:55","iNetwork Cluster A2",140,"RT @omoissy: #CROENG #Worldcup
It's coming home!!!
It's coming hom
It's coming ho
It's coming h
It's coming
It's comin
It's comi
It's com
I…","Its coming home Its coming hom Its coming ho Its coming Its coming Its comin Its comi Its com",0,163,"CROENG,Worldcup","Omoniyi Israel","omoissy","someone just said that","Lagos, Nigeria",6272,4211
"525623",1018630408588726272,"en","2018-07-15 22:56:29","Mobile Web (M2)",148,"@EmpireRadio1045 This is probably one of the best compilation of words put together during my live commentary of all the #WorldCup knockout matches.","This is probably one of the best compilation of words put together during my live commentary of all the knockout matches",0,0,"WorldCup","Empire Radio 104.5FM, Akure","EmpireRadio1045","The Voice","The Land of the Living",777,545
"479811",1018551518084190208,"en","2018-07-15 17:43:00","Twitter for iPhone",70,"RT @PeteTheLoner: The #WorldCup is over now, we can go back to hoeing.","The is over now we can go back to hoeing",0,1,"WorldCup","Kola-snack","PeteTheLoner","Left-Back","South Africa",621,431
"407288",1018556060662140928,"en","2018-07-15 18:01:03","Twitter for Android",140,"RT @TheSporTalk: BREAKING: Luka Modric - the player of the tournament. And that is absolutely deserved.?

#CRO #FRA #FRACRO 
#WorldCupFinal…","BREAKING Luka Modric the player of the tournament And that is absolutely deserved",0,955,"CRO,FRA,FRACRO,WorldCupFinal","FIFA World Cup ?","TheSporTalk","A girl has no name.","#Earth",233,252
"203650",1013096233307705344,"en","2018-06-30 16:25:39","Twitter for Android",139,"RT @OptaJoe: 2 - Kylian Mbappe is the first teenager to score at least twice in a World Cup match since Pele vs Sweden in 1958. Boss. #FRA…","Kylian Mbappe is the first teenager to score at least twice in World Cup match since Pele vs Sweden in Boss",0,3393,"FRA","OptaJoe","OptaJoe","Mugasha Arnold","Kampala, Uganda",435,340
"237635",1016706073338802176,"en","2018-07-10 15:29:52","Twitter for Android",139,"RT @jasonballau: In Russia it’s illegal to display the LGBT pride flag. So during the #WorldCup these 6 football fans have formed a hidden…","In Russia it illegal to display the LGBT pride flag So during the these football fans have formed hidden",0,11619,"WorldCup","Jason Ball","jasonballau","João Junior","Brasil",414,701
"194198",1013098451972878336,"en","2018-06-30 16:34:28","Twitter for Android",140,"RT @Football__Tweet: Cristiano Ronaldo's biggest fan ending Lionel Messi's World Cup dream.

#WorldCup #FRA #ARG #FRAARG https://t.co/xc9Ad…","Cristiano Ronaldos biggest fan ending Lionel Messis World Cup dream",0,3320,"WorldCup,FRA,ARG,FRAARG","?? vs. ?? Football Tweet","Football__Tweet","Dennis Mogusu","Nairobi, Kenya",83,425
"13100",1013570966679629824,"en","2018-07-01 23:52:04","Twitter for iPhone",113,"RT @Watch_LFC: ?? | It’s more, than just a game. 

Well played tonight, Lovren. #WorldCup https://t.co/1NzIFLC2PM","It more than just game Well played tonight Lovren",0,163,"WorldCup","Watch LFC","Watch_LFC","?? Aiden ??","Liverpool, England",1355,2228
"187556",1013100235285921792,"en","2018-06-30 16:41:33","Twitter for iPhone",136,"RT @alisuzain: Ladies &amp; Gentleman Footballs new King Arrives Kylian Mbappe 10 #WorldCup #RoundOf16 #ARG #FRA https://t.co/ocCkijL00z","Ladies Gentleman Footballs new King Arrives Kylian Mbappe",0,8,"WorldCup,RoundOf16,ARG,FRA","ALI SUZAIN??","alisuzain","Habeys Ayya","Maldives",389,185
"204458",1013096055452266496,"en","2018-06-30 16:24:56","Twitter for iPhone",85,"RT @FootbalNews2018: Goal of the tournament #WorldCup #FRAARG https://t.co/8UT5CgLQY8","Goal of the tournament",0,204,"WorldCup,FRAARG","Fifa World Cup 2018","FootbalNews2018","Umayr Sufi","Stanford, CA",630,511
"96862",1014272119406907392,"en","2018-07-03 22:18:12","Twitter for iPhone",113,"RT @ManUtd: When the boss asks you to do overtime and you fully oblige. #COLENG #WORLDCUP https://t.co/apaKUgWJuh","When the boss asks you to do overtime and you fully oblige",0,2553,"COLENG,WORLDCUP","Manchester United","ManUtd","???????????????? ?","???????????????? ",127,422
"370582",1018559297599483904,"en","2018-07-15 18:13:55","Twitter for iPhone",140,"RT @ajplus: France just won the #WorldCup 

19 of its team's 23 players are immigrants or the children of immigrants 
?????????? https://t.…","France just won the of its teams players are immigrants or the children of immigrants",0,9799,"WorldCup","AJ+","ajplus","Maya Houser","Charlotte, NC",286,243
"336833",1017158569865736192,"en","2018-07-11 21:27:55","Twitter for Android",102,"RT @9GAG: Croatia! Croatia! Croatia! #worldcup #worldcup2018 #england #croatia https://t.co/VDJpc1lgzw","Croatia Croatia Croatia",0,134,"worldcup,worldcup2018,england,croatia","9GAG","9GAG","Ancar","Demacia",1211,1056
"74824",1013525456237350912,"en","2018-07-01 20:51:13","Twitter Web Client",109,"RT @LFC: Dejan Lovren's Croatia side win 3-2 on penalties. ?

#CRO 1-1 #DEN #WorldCup https://t.co/gDWNgSFEcb","Dejan Lovrens Croatia side win on penalties",0,509,"CRO,DEN,WorldCup","Liverpool FC","LFC","Emeka Enyadike","Johannesburg, South Africa",16252,4356
"62974",1013527698344435712,"en","2018-07-01 21:00:08","Twitter for Android",118,"RT @Kayceeubah34: #CRODEN #dencro #WorldCup

Poor Penalty takers

Both Keepers have my respect https://t.co/w6x6Bhh6Gy","Poor Penalty takers Both Keepers have my respect",0,8,"CRODEN,dencro,WorldCup","Kayceeubah ?","Kayceeubah34","Ayo adenugba","lagos nigeria",1203,1241
"288274",1016783748535345152,"en","2018-07-10 20:38:31","Twitter for Android",115,"RT @FIFAWorldCup: #FRA WIN! 

@FrenchTeam are in the #WorldCupFinal! 

#FRABEL // #WorldCup https://t.co/yPDKMKPpdt","WIN are in the",0,8220,"FRA,WorldCupFinal,FRABEL,WorldCup","FIFA World Cup ?,French Team","FIFAWorldCup,FrenchTeam","othian","Montréal, QC / Morbihan, FRA",48,103
"383954",1018558021155385344,"en","2018-07-15 18:08:50","Twitter for iPhone",140,"RT @TheUndefeated: France just won the #WorldCup, but so did Cameroon, Angola, Nigeria, the DRC, Mali, and Guinea and Senegal. 

The Cup ma…","France just won the but so did Cameroon Angola Nigeria the DRC Mali and Guinea and Senegal The Cup ma",0,4018,"WorldCup","The Undefeated","TheUndefeated","Blake M?","BOS?NY?RI?DMV?NY?BG",973,581
"147144",1013211297633234944,"en","2018-07-01 00:02:52","Twitter for iPhone",127,"RT @fussballerisch: French commentators’ reaction to Pavard’s goal is priceless.
#FRA #FRAARG #WorldCup https://t.co/JCFx1uoE6C","French commentators reaction to Pavard goal is priceless",0,8538,"FRA,FRAARG,WorldCup","Zach Townsend","fussballerisch","jademth","Montpellier, France",22,98
"236909",1016706651649462272,"en","2018-07-10 15:32:09","Twitter for Android",138,"Thanks @BudweiserSA for lighting up my profile pic. I'm behind #Belgium all the way, they're going to #LightUpTheWorld this FIFA #WorldCup","Thanks for lighting up my profile pic am behind all the way they are going to this FIFA",0,0,"Belgium,LightUpTheWorld,WorldCup","Budweiser SA","BudweiserSA","Makumula Molokomme","South Africa",358,791
"486555",1018551169826934784,"en","2018-07-15 17:41:37","Twitter for iPhone",118,"RT @BBCMOTD: ?? 2018 FIFA WORLD CUP WINNERS ??

Allez les bleus! ???

#WorldCupFinal #WorldCup https://t.co/mTysauMMh5","FIFA WORLD CUP WINNERS Allez les bleus",0,1048,"WorldCupFinal,WorldCup","Match of the Day","BBCMOTD","Kashif Raza","Islamabad, Pakistan",118,312
"424496",1018554848701079552,"en","2018-07-15 17:56:14","Twitter for Android",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,36637,"WorldCup","Khaled Beydoun","KhaledBeydoun","Tyas Aneswari","Hogwarts",745,528
"324545",1017129119253958656,"en","2018-07-11 19:30:54","Twitter for iPhone",140,"RT @gmpolice: Don't forget - our officers are on hand, with a smile and a kind word, if you need help while out watching #worldcup tonight.…","Do not forget our officers are on hand with smile and kind word if you need help while out watching tonight",0,28,"worldcup","G M Police","gmpolice","Edna Newhouse","Over The Rainbow ",508,1463
"475257",1018551768215482368,"en","2018-07-15 17:43:59","Twitter for iPhone",77,"RT @MesutOzil1088: Congratulations France! ???? Enjoy this evening! #WorldCup","Congratulations France Enjoy this evening",0,10412,"WorldCup","Mesut Özil","MesutOzil1088","MooNLight","Malaysia",285,827
"397545",1018556816823730176,"en","2018-07-15 18:04:03","Twitter for Android",107,"RT @FIFAWorldCup: adidas Golden Glove Award: 

?Thibaut COURTOIS (#BEL) 

#WorldCup https://t.co/S5xB7RBBdP","adidas Golden Glove Award Thibaut COURTOIS",0,16128,"BEL,WorldCup","FIFA World Cup","FIFAWorldCup","Adeyemii Oluwaseun","Lagos,Nigeria",253,197
"188428",1013099998798630912,"en","2018-06-30 16:40:36","Twitter for Android",128,"RT @tboss_guy: Who's your man of the match? ???

Retweet for Mbappe 

Like for Messi 

#FRAARG #Worldcup https://t.co/mAkF7CHp08","Whos your man of the match Retweet for Mbappe Like for Messi",0,720,"FRAARG,Worldcup","Millionaire Business Man","tboss_guy","Diran ?","Ikota, Ajah",987,1177
"522616",1018631707719884800,"en","2018-07-15 23:01:39","Twitter for Android",89,"RT @Footy_Editor: #FRA World Cup Champions • Wallpapers #WorldCup https://t.co/UGxBa5Z1Xc","World Cup Champions Wallpapers",0,216,"FRA,WorldCup","Footy Editor","Footy_Editor","Rodrox","España",15,55
"185825",1013100744168366080,"en","2018-06-30 16:43:34","Twitter for iPhone",84,"RT @Uchekush_: See you next four years.. 

#FRAARG #WorldCup https://t.co/KMTRUeGd0t","See you next four years",0,212,"FRAARG,WorldCup","Okafor Uchenna ??","Uchekush_","That Verified Weirdo","Lagos, Nigeria",1780,2056
"460839",1018552590475329536,"en","2018-07-15 17:47:16","Twitter for Android",107,"RT @FIFAWorldCup: adidas Golden Glove Award: 

?Thibaut COURTOIS (#BEL) 

#WorldCup https://t.co/S5xB7RBBdP","adidas Golden Glove Award Thibaut COURTOIS",0,17410,"BEL,WorldCup","FIFA World Cup","FIFAWorldCup","Prajwal Ranjan","Bengaluru North, India",187,649
"267041",1016754007681916928,"en","2018-07-10 18:40:20","Twitter for iPhone",139,"RT @FOXSportsPR: France and Belgium are larger than life in the #WorldCup semifinals in New York City’s Times Square. ?

#FRA #BEL #FRABEL…","France and Belgium are larger than life in the semifinals in New York City Times Square",0,143,"WorldCup,FRA,BEL,FRABEL","FOX Sports PR","FOXSportsPR","fifa???","School",23,48
"225958",1012854900202582016,"en","2018-06-30 00:26:40","Twitter for Android",140,"RT @billboard: GOT7's ""THE New Era"" at No. 1 on Billboard Japan #Hot100 as the #WorldCup boosts Suchmos https://t.co/VhsCTaxAUw https://t.c…","GOT THE New Era at No on Billboard Japan as the boosts Suchmos",0,14234,"Hot100,WorldCup","billboard","billboard","lagos_gy","Valparaíso, Chile",20,14
"144433",1013214902725627904,"en","2018-07-01 00:17:12","Twitter for iPhone",104,"RT @BleacherReport: The end of this road for both Messi and Ronaldo. 

#WorldCup https://t.co/XQaD4B45GQ","The end of this road for both Messi and Ronaldo",0,4712,"WorldCup","Bleacher Report","BleacherReport","Chapa","
",337,168
"179052",1013102808977960960,"en","2018-06-30 16:51:46","Twitter for Android",114,"RT @WorIdCupUpdates: It gets better every time you watch it. 

#FRAARG #FRA #ARG #WorldCup https://t.co/B7Oe55XEC5","It gets better every time you watch it",0,3113,"FRAARG,FRA,ARG,WorldCup","FIFA World Cup","WorIdCupUpdates","Sayyid","Bintulu????N.9",504,524
"498521",1018550591960649728,"en","2018-07-15 17:39:19","Twitter for iPhone",107,"RT @FIFAWorldCup: adidas Golden Glove Award: 

?Thibaut COURTOIS (#BEL) 

#WorldCup https://t.co/S5xB7RBBdP","adidas Golden Glove Award Thibaut COURTOIS",0,17789,"BEL,WorldCup","FIFA World Cup","FIFAWorldCup","Josh De Leon","Quartz Hill, CA",667,579
"371620",1018559195954798592,"en","2018-07-15 18:13:30","Twitter for iPhone",140,"RT @KhaledBeydoun: My latest in ESPN - 

'Whether nativists, racists and the Marine Le Pens in #France like it or not, much of the world vi…","My latest in ESPN Whether nativists racists and the Marine Le Pens in like it or not much of the world vi",0,344,"France","Khaled Beydoun","KhaledBeydoun","i ?","LA",373,252
"262356",1016755846355746816,"en","2018-07-10 18:47:38","Twitter for Android",140,"RT @AlArabiya_Eng: France President Emmanuel #Macron is attending the #WorldCup semifinal between #France and #Belgium at St. Petersburg St…","France President Emmanuel is attending the semifinal between and at St Petersburg St",0,10,"Macron,WorldCup,France,Belgium","Al Arabiya English","AlArabiya_Eng","Dr Rafiq Raji","http://rafiqraji.com",1689,1434
